OBJECTID,lat,long,dailyave,date,site,name,dateorig
1502,34.137700000000002,-101.478700000000000,0.150024518000000,2009-9-15T00:00:00.000Z,US-LGr,Lockney Grassland,9/15/2009 0:00:00
1503,34.960400000000000,-97.978899999999996,0.183461532000000,2009-9-15T00:00:00.000Z,US-LWW,Little Washita Watershed,9/15/2009 0:00:00
1504,39.877099999999999,-105.169000000000000,0.131839737000000,2009-9-15T00:00:00.000Z,US-RFE,RockyFlats - East site,9/15/2009 0:00:00
1505,39.875100000000003,-105.218400000000000,0.131839737000000,2009-9-15T00:00:00.000Z,US-RFW,RockyFlats - West site,9/15/2009 0:00:00
1506,44.678100000000001,-93.072299999999998,0.521901429000000,2009-9-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,9/15/2009 0:00:00
1507,33.736400000000003,-117.694700000000000,0.068449862000000,2009-9-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,9/15/2009 0:00:00
1508,42.069299999999998,-101.407200000000000,0.164059162000000,2009-9-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,9/15/2009 0:00:00
1509,34.362299999999998,-106.701899999999990,0.064446069000000,2009-9-15T00:00:00.000Z,US-Seg,Sevilleta grassland,9/15/2009 0:00:00
1510,36.933300000000003,-96.683300000000003,0.438599378000000,2009-9-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,9/15/2009 0:00:00
1511,38.037300000000002,-121.753699999999990,0.177610829000000,2009-9-15T00:00:00.000Z,US-Snd,Sherman Island,9/15/2009 0:00:00
1512,38.036900000000003,-121.754700000000000,0.177610829000000,2009-9-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,9/15/2009 0:00:00
1513,31.789400000000001,-110.827699999999990,0.033652633000000,2009-9-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,9/15/2009 0:00:00
1514,31.821400000000001,-110.866100000000000,0.033652633000000,2009-9-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,9/15/2009 0:00:00
1515,38.431600000000003,-120.965999999999990,0.281543314000000,2009-9-15T00:00:00.000Z,US-Ton,Tonzi Ranch,9/15/2009 0:00:00
1516,38.413300000000000,-120.950700000000000,0.281543314000000,2009-9-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,9/15/2009 0:00:00
1517,31.736499999999999,-109.941900000000000,0.024517139000000,2009-9-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,9/15/2009 0:00:00
1518,37.520800000000001,-96.855000000000004,0.430711508000000,2009-9-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),9/15/2009 0:00:00
1519,49.709299999999999,-112.940200000000000,0.042063069000000,/200-1-/1T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,10/15/2009 0:00:00
1520,50.170999999999999,-97.876199999999997,0.125122577000000,/200-1-/1T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,10/15/2009 0:00:00
1521,50.177399999999999,-97.868600000000001,0.125122577000000,/200-1-/1T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,10/15/2009 0:00:00
1522,36.819299999999998,-97.819800000000001,0.195493937000000,/200-1-/1T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,10/15/2009 0:00:00
1523,36.426699999999997,-99.420000000000002,0.038045887000000,/200-1-/1T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,10/15/2009 0:00:00
1524,36.635800000000003,-99.597499999999997,0.129584700000000,/200-1-/1T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,10/15/2009 0:00:00
1525,35.549700000000001,-98.040199999999999,0.092368618000000,/200-1-/1T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,10/15/2009 0:00:00
1526,35.546500000000002,-98.040000000000006,0.092368618000000,/200-1-/1T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,10/15/2009 0:00:00
1527,31.590699999999998,-110.510400000000000,0.028929999000000,/200-1-/1T00:00:00.000Z,US-Aud,Audubon Research Ranch,10/15/2009 0:00:00
1528,44.345300000000002,-96.836200000000005,0.085401110000000,/200-1-/1T00:00:00.000Z,US-Bkg,Brookings,10/15/2009 0:00:00
1529,39.216700000000003,-86.540599999999998,0.273260057000000,/200-1-/1T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,10/15/2009 0:00:00
1530,39.063299999999998,-79.420800000000000,0.366199404000000,/200-1-/1T00:00:00.000Z,US-CaV,Canaan Valley,10/15/2009 0:00:00
1534,37.677300000000002,-121.529600000000000,0.085399024000000,/200-1-/1T00:00:00.000Z,US-Dia,Diablo,10/15/2009 0:00:00
1535,35.971200000000003,-79.093400000000003,0.346686244000000,/200-1-/1T00:00:00.000Z,US-Dk1,Duke Forest-open field,10/15/2009 0:00:00
1537,29.930000000000000,-98.010000000000005,0.318520516000000,/200-1-/1T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,10/15/2009 0:00:00
1538,29.949500000000000,-97.996200000000002,0.375343084000000,/200-1-/1T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,10/15/2009 0:00:00
1539,35.445399999999999,-111.771800000000000,0.067896351000000,/200-1-/1T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,10/15/2009 0:00:00
1540,34.254700000000000,-89.873500000000007,0.414093226000000,/200-1-/1T00:00:00.000Z,US-Goo,Goodwin Creek,10/15/2009 0:00:00
1541,41.840600000000002,-88.241000000000000,0.164401054000000,/200-1-/1T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),10/15/2009 0:00:00
1542,39.074500000000000,-96.595100000000002,0.111828156000000,/200-1-/1T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),10/15/2009 0:00:00
1543,39.056100000000001,-95.190700000000007,0.152623415000000,/200-1-/1T00:00:00.000Z,US-KFS,Kansas Field Station,10/15/2009 0:00:00
1544,38.774500000000003,-97.568399999999997,0.033741519000000,/200-1-/1T00:00:00.000Z,US-KLS,Kansas Land Institute,10/15/2009 0:00:00
1545,42.437600000000003,-85.328800000000001,0.349749357000000,/200-1-/1T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,10/15/2009 0:00:00
1546,42.444000000000003,-85.310400000000001,0.349749357000000,/200-1-/1T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,10/15/2009 0:00:00
1547,42.444000000000003,-85.309799999999996,0.349749357000000,/200-1-/1T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,10/15/2009 0:00:00
1548,39.082400000000000,-96.560299999999998,0.111828156000000,/200-1-/1T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),10/15/2009 0:00:00
1550,34.137700000000002,-101.478700000000000,0.036917657000000,/200-1-/1T00:00:00.000Z,US-LGr,Lockney Grassland,10/15/2009 0:00:00
1551,34.960400000000000,-97.978899999999996,0.149026692000000,/200-1-/1T00:00:00.000Z,US-LWW,Little Washita Watershed,10/15/2009 0:00:00
1552,39.877099999999999,-105.169000000000000,0.086426146000000,/200-1-/1T00:00:00.000Z,US-RFE,RockyFlats - East site,10/15/2009 0:00:00
1553,39.875100000000003,-105.218400000000000,0.086426146000000,/200-1-/1T00:00:00.000Z,US-RFW,RockyFlats - West site,10/15/2009 0:00:00
1555,33.736400000000003,-117.694700000000000,0.118617751000000,/200-1-/1T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,10/15/2009 0:00:00
1556,42.069299999999998,-101.407200000000000,0.100932740000000,/200-1-/1T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,10/15/2009 0:00:00
1557,34.362299999999998,-106.701899999999990,0.022068830000000,/200-1-/1T00:00:00.000Z,US-Seg,Sevilleta grassland,10/15/2009 0:00:00
1558,36.933300000000003,-96.683300000000003,0.110825263000000,/200-1-/1T00:00:00.000Z,US-Shd,Shidler- Oklahoma,10/15/2009 0:00:00
1559,38.037300000000002,-121.753699999999990,0.146923795000000,/200-1-/1T00:00:00.000Z,US-Snd,Sherman Island,10/15/2009 0:00:00
1560,38.036900000000003,-121.754700000000000,0.146923795000000,/200-1-/1T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,10/15/2009 0:00:00
1561,31.789400000000001,-110.827699999999990,0.028929999000000,/200-1-/1T00:00:00.000Z,US-SRG,Santa Rita Grassland,10/15/2009 0:00:00
1562,31.821400000000001,-110.866100000000000,0.028929999000000,/200-1-/1T00:00:00.000Z,US-SRM,Santa Rita Mesquite,10/15/2009 0:00:00
1563,38.431600000000003,-120.965999999999990,0.084391393000000,/200-1-/1T00:00:00.000Z,US-Ton,Tonzi Ranch,10/15/2009 0:00:00
1564,38.413300000000000,-120.950700000000000,0.084391393000000,/200-1-/1T00:00:00.000Z,US-Var,Vaira Ranch- Ione,10/15/2009 0:00:00
1566,37.520800000000001,-96.855000000000004,0.233220771000000,/200-1-/1T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),10/15/2009 0:00:00
1567,49.709299999999999,-112.940200000000000,0.046512686000000,/200-1-/1T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,11/15/2009 0:00:00
1570,36.819299999999998,-97.819800000000001,0.187799484000000,/200-1-/1T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,11/15/2009 0:00:00
1571,36.426699999999997,-99.420000000000002,0.120117053000000,/200-1-/1T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,11/15/2009 0:00:00
1572,36.635800000000003,-99.597499999999997,0.014528441000000,/200-1-/1T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,11/15/2009 0:00:00
1573,35.549700000000001,-98.040199999999999,0.278747112000000,/200-1-/1T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,11/15/2009 0:00:00
1574,35.546500000000002,-98.040000000000006,0.278747112000000,/200-1-/1T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,11/15/2009 0:00:00
1576,44.345300000000002,-96.836200000000005,0.014877778000000,/200-1-/1T00:00:00.000Z,US-Bkg,Brookings,11/15/2009 0:00:00
1577,39.216700000000003,-86.540599999999998,0.052030977000000,/200-1-/1T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,11/15/2009 0:00:00
1578,39.063299999999998,-79.420800000000000,0.028742025000000,/200-1-/1T00:00:00.000Z,US-CaV,Canaan Valley,11/15/2009 0:00:00
1580,40.815500000000000,-104.745600000000000,0.072301567000000,/200-1-/1T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),11/15/2009 0:00:00
1582,37.677300000000002,-121.529600000000000,0.039815184000000,/200-1-/1T00:00:00.000Z,US-Dia,Diablo,11/15/2009 0:00:00
1583,35.971200000000003,-79.093400000000003,0.085616529000000,/200-1-/1T00:00:00.000Z,US-Dk1,Duke Forest-open field,11/15/2009 0:00:00
1585,29.930000000000000,-98.010000000000005,0.196756497000000,/200-1-/1T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,11/15/2009 0:00:00
1586,29.949500000000000,-97.996200000000002,0.345059752000000,/200-1-/1T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,11/15/2009 0:00:00
1587,35.445399999999999,-111.771800000000000,0.086593390000000,/200-1-/1T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,11/15/2009 0:00:00
1588,34.254700000000000,-89.873500000000007,0.152042925000000,/200-1-/1T00:00:00.000Z,US-Goo,Goodwin Creek,11/15/2009 0:00:00
1590,39.074500000000000,-96.595100000000002,0.053329676000000,/200-1-/1T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),11/15/2009 0:00:00
1591,39.056100000000001,-95.190700000000007,0.110819191000000,/200-1-/1T00:00:00.000Z,US-KFS,Kansas Field Station,11/15/2009 0:00:00
1592,38.774500000000003,-97.568399999999997,0.035974134000000,/200-1-/1T00:00:00.000Z,US-KLS,Kansas Land Institute,11/15/2009 0:00:00
1593,42.437600000000003,-85.328800000000001,0.049693037000000,/200-1-/1T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,11/15/2009 0:00:00
1594,42.444000000000003,-85.310400000000001,0.049693037000000,/200-1-/1T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,11/15/2009 0:00:00
1595,42.444000000000003,-85.309799999999996,0.049693037000000,/200-1-/1T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,11/15/2009 0:00:00
1596,39.082400000000000,-96.560299999999998,0.053329676000000,/200-1-/1T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),11/15/2009 0:00:00
1598,34.137700000000002,-101.478700000000000,0.010275711000000,/200-1-/1T00:00:00.000Z,US-LGr,Lockney Grassland,11/15/2009 0:00:00
1599,34.960400000000000,-97.978899999999996,0.209812075000000,/200-1-/1T00:00:00.000Z,US-LWW,Little Washita Watershed,11/15/2009 0:00:00
1600,39.877099999999999,-105.169000000000000,0.014836704000000,/200-1-/1T00:00:00.000Z,US-RFE,RockyFlats - East site,11/15/2009 0:00:00
1601,39.875100000000003,-105.218400000000000,0.014836704000000,/200-1-/1T00:00:00.000Z,US-RFW,RockyFlats - West site,11/15/2009 0:00:00
1603,33.736400000000003,-117.694700000000000,0.075856909000000,/200-1-/1T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,11/15/2009 0:00:00
1604,42.069299999999998,-101.407200000000000,0.049162757000000,/200-1-/1T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,11/15/2009 0:00:00
1605,34.362299999999998,-106.701899999999990,0.002718861000000,/200-1-/1T00:00:00.000Z,US-Seg,Sevilleta grassland,11/15/2009 0:00:00
1606,36.933300000000003,-96.683300000000003,0.124167837000000,/200-1-/1T00:00:00.000Z,US-Shd,Shidler- Oklahoma,11/15/2009 0:00:00
1607,38.037300000000002,-121.753699999999990,0.106681898000000,/200-1-/1T00:00:00.000Z,US-Snd,Sherman Island,11/15/2009 0:00:00
1608,38.036900000000003,-121.754700000000000,0.106681898000000,/200-1-/1T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,11/15/2009 0:00:00
1611,38.431600000000003,-120.965999999999990,0.080062576000000,/200-1-/1T00:00:00.000Z,US-Ton,Tonzi Ranch,11/15/2009 0:00:00
1612,38.413300000000000,-120.950700000000000,0.080062576000000,/200-1-/1T00:00:00.000Z,US-Var,Vaira Ranch- Ione,11/15/2009 0:00:00
1613,31.736499999999999,-109.941900000000000,0.021575045000000,/200-1-/1T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,11/15/2009 0:00:00
1615,36.819299999999998,-97.819800000000001,0.106550701000000,/200-1-/1T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,12/15/2009 0:00:00
1618,35.549700000000001,-98.040199999999999,0.106338494000000,/200-1-/1T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,12/15/2009 0:00:00
1619,35.546500000000002,-98.040000000000006,0.106338494000000,/200-1-/1T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,12/15/2009 0:00:00
1620,31.590699999999998,-110.510400000000000,0.029137529000000,/200-1-/1T00:00:00.000Z,US-Aud,Audubon Research Ranch,12/15/2009 0:00:00
1621,44.345300000000002,-96.836200000000005,0.009744823000000,/200-1-/1T00:00:00.000Z,US-Bkg,Brookings,12/15/2009 0:00:00
1622,39.216700000000003,-86.540599999999998,0.031019641000000,/200-1-/1T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,12/15/2009 0:00:00
1623,39.063299999999998,-79.420800000000000,0.022169899000000,/200-1-/1T00:00:00.000Z,US-CaV,Canaan Valley,12/15/2009 0:00:00
1625,40.815500000000000,-104.745600000000000,0.034311231000000,/200-1-/1T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),12/15/2009 0:00:00
1626,43.950000000000003,-101.846600000000000,0.013134034000000,/200-1-/1T00:00:00.000Z,US-Ctn,Cottonwood,12/15/2009 0:00:00
1627,37.677300000000002,-121.529600000000000,0.079843529000000,/200-1-/1T00:00:00.000Z,US-Dia,Diablo,12/15/2009 0:00:00
1628,35.971200000000003,-79.093400000000003,0.101100527000000,/200-1-/1T00:00:00.000Z,US-Dk1,Duke Forest-open field,12/15/2009 0:00:00
1629,29.930000000000000,-98.010000000000005,0.097267620000000,/200-1-/1T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,12/15/2009 0:00:00
1630,29.949500000000000,-97.996200000000002,0.114521287000000,/200-1-/1T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,12/15/2009 0:00:00
1631,35.445399999999999,-111.771800000000000,0.087267824000000,/200-1-/1T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,12/15/2009 0:00:00
1632,34.254700000000000,-89.873500000000007,0.087987728000000,/200-1-/1T00:00:00.000Z,US-Goo,Goodwin Creek,12/15/2009 0:00:00
1633,41.840600000000002,-88.241000000000000,0.162009299000000,/200-1-/1T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),12/15/2009 0:00:00
1634,39.074500000000000,-96.595100000000002,0.044700053000000,/200-1-/1T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),12/15/2009 0:00:00
1635,39.056100000000001,-95.190700000000007,0.046791032000000,/200-1-/1T00:00:00.000Z,US-KFS,Kansas Field Station,12/15/2009 0:00:00
1637,42.437600000000003,-85.328800000000001,0.031083798000000,/200-1-/1T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,12/15/2009 0:00:00
1638,42.444000000000003,-85.310400000000001,0.031083798000000,/200-1-/1T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,12/15/2009 0:00:00
1639,42.444000000000003,-85.309799999999996,0.031083798000000,/200-1-/1T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,12/15/2009 0:00:00
1640,39.082400000000000,-96.560299999999998,0.044700053000000,/200-1-/1T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),12/15/2009 0:00:00
1641,44.994999999999997,-93.186300000000003,0.183949098000000,/200-1-/1T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,12/15/2009 0:00:00
1643,34.960400000000000,-97.978899999999996,0.089405164000000,/200-1-/1T00:00:00.000Z,US-LWW,Little Washita Watershed,12/15/2009 0:00:00
1644,39.877099999999999,-105.169000000000000,0.211699471000000,/200-1-/1T00:00:00.000Z,US-RFE,RockyFlats - East site,12/15/2009 0:00:00
1645,39.875100000000003,-105.218400000000000,0.211699471000000,/200-1-/1T00:00:00.000Z,US-RFW,RockyFlats - West site,12/15/2009 0:00:00
1646,44.678100000000001,-93.072299999999998,0.183949098000000,/200-1-/1T00:00:00.000Z,US-Ro4,Rosemount Prairie,12/15/2009 0:00:00
1647,33.736400000000003,-117.694700000000000,0.088959806000000,/200-1-/1T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,12/15/2009 0:00:00
1648,42.069299999999998,-101.407200000000000,0.000828966000000,/200-1-/1T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,12/15/2009 0:00:00
1649,34.362299999999998,-106.701899999999990,0.030318787000000,/200-1-/1T00:00:00.000Z,US-Seg,Sevilleta grassland,12/15/2009 0:00:00
1651,38.037300000000002,-121.753699999999990,0.126570210000000,/200-1-/1T00:00:00.000Z,US-Snd,Sherman Island,12/15/2009 0:00:00
1652,38.036900000000003,-121.754700000000000,0.126570210000000,/200-1-/1T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,12/15/2009 0:00:00
1653,31.789400000000001,-110.827699999999990,0.029137529000000,/200-1-/1T00:00:00.000Z,US-SRG,Santa Rita Grassland,12/15/2009 0:00:00
1654,31.821400000000001,-110.866100000000000,0.029137529000000,/200-1-/1T00:00:00.000Z,US-SRM,Santa Rita Mesquite,12/15/2009 0:00:00
1655,38.431600000000003,-120.965999999999990,0.129465967000000,/200-1-/1T00:00:00.000Z,US-Ton,Tonzi Ranch,12/15/2009 0:00:00
1656,38.413300000000000,-120.950700000000000,0.129465967000000,/200-1-/1T00:00:00.000Z,US-Var,Vaira Ranch- Ione,12/15/2009 0:00:00
1657,31.736499999999999,-109.941900000000000,0.027962238000000,/200-1-/1T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,12/15/2009 0:00:00
1658,37.520800000000001,-96.855000000000004,0.059724715000000,/200-1-/1T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),12/15/2009 0:00:00
1659,49.709299999999999,-112.940200000000000,0.018851392000000,2010-1-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,1/15/2010 0:00:00
1660,36.819299999999998,-97.819800000000001,0.125850797000000,2010-1-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,1/15/2010 0:00:00
1661,36.426699999999997,-99.420000000000002,0.062426962000000,2010-1-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,1/15/2010 0:00:00
1662,36.635800000000003,-99.597499999999997,0.007303098000000,2010-1-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,1/15/2010 0:00:00
1663,35.549700000000001,-98.040199999999999,0.045490541000000,2010-1-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,1/15/2010 0:00:00
1664,35.546500000000002,-98.040000000000006,0.045490541000000,2010-1-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,1/15/2010 0:00:00
1665,31.590699999999998,-110.510400000000000,0.002341650000000,2010-1-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,1/15/2010 0:00:00
1666,39.216700000000003,-86.540599999999998,0.069954194000000,2010-1-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,1/15/2010 0:00:00
1667,40.815500000000000,-104.745600000000000,0.071017772000000,2010-1-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),1/15/2010 0:00:00
1668,37.677300000000002,-121.529600000000000,0.152713701000000,2010-1-15T00:00:00.000Z,US-Dia,Diablo,1/15/2010 0:00:00
1669,35.971200000000003,-79.093400000000003,0.016757691000000,2010-1-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,1/15/2010 0:00:00
1670,29.930000000000000,-98.010000000000005,0.088490993000000,2010-1-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,1/15/2010 0:00:00
1671,29.949500000000000,-97.996200000000002,0.113109268000000,2010-1-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,1/15/2010 0:00:00
1673,34.254700000000000,-89.873500000000007,0.070234850000000,2010-1-15T00:00:00.000Z,US-Goo,Goodwin Creek,1/15/2010 0:00:00
1675,39.056100000000001,-95.190700000000007,0.026732499000000,2010-1-15T00:00:00.000Z,US-KFS,Kansas Field Station,1/15/2010 0:00:00
1676,38.774500000000003,-97.568399999999997,0.033885442000000,2010-1-15T00:00:00.000Z,US-KLS,Kansas Land Institute,1/15/2010 0:00:00
1678,34.137700000000002,-101.478700000000000,0.041811634000000,2010-1-15T00:00:00.000Z,US-LGr,Lockney Grassland,1/15/2010 0:00:00
1680,39.877099999999999,-105.169000000000000,0.212637007000000,2010-1-15T00:00:00.000Z,US-RFE,RockyFlats - East site,1/15/2010 0:00:00
1681,39.875100000000003,-105.218400000000000,0.212637007000000,2010-1-15T00:00:00.000Z,US-RFW,RockyFlats - West site,1/15/2010 0:00:00
1682,33.736400000000003,-117.694700000000000,0.021781044000000,2010-1-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,1/15/2010 0:00:00
1683,42.069299999999998,-101.407200000000000,0.069941178000000,2010-1-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,1/15/2010 0:00:00
1685,36.933300000000003,-96.683300000000003,0.042561252000000,2010-1-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,1/15/2010 0:00:00
1686,38.037300000000002,-121.753699999999990,0.381181091000000,2010-1-15T00:00:00.000Z,US-Snd,Sherman Island,1/15/2010 0:00:00
1687,38.036900000000003,-121.754700000000000,0.381181091000000,2010-1-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,1/15/2010 0:00:00
1688,31.789400000000001,-110.827699999999990,0.002341650000000,2010-1-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,1/15/2010 0:00:00
1689,31.821400000000001,-110.866100000000000,0.002341650000000,2010-1-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,1/15/2010 0:00:00
1690,38.431600000000003,-120.965999999999990,0.126717329000000,2010-1-15T00:00:00.000Z,US-Ton,Tonzi Ranch,1/15/2010 0:00:00
1691,38.413300000000000,-120.950700000000000,0.126717329000000,2010-1-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,1/15/2010 0:00:00
1696,36.426699999999997,-99.420000000000002,0.068127282000000,2010-2-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,2/15/2010 0:00:00
1697,36.635800000000003,-99.597499999999997,0.083563685000000,2010-2-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,2/15/2010 0:00:00
1698,35.549700000000001,-98.040199999999999,0.078542426000000,2010-2-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,2/15/2010 0:00:00
1699,35.546500000000002,-98.040000000000006,0.078542426000000,2010-2-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,2/15/2010 0:00:00
1702,40.815500000000000,-104.745600000000000,0.060535077000000,2010-2-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),2/15/2010 0:00:00
1704,37.677300000000002,-121.529600000000000,0.234272987000000,2010-2-15T00:00:00.000Z,US-Dia,Diablo,2/15/2010 0:00:00
1705,35.971200000000003,-79.093400000000003,0.126346037000000,2010-2-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,2/15/2010 0:00:00
1706,29.930000000000000,-98.010000000000005,0.146048710000000,2010-2-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,2/15/2010 0:00:00
1707,29.949500000000000,-97.996200000000002,0.102136612000000,2010-2-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,2/15/2010 0:00:00
1709,34.254700000000000,-89.873500000000007,0.049845260000000,2010-2-15T00:00:00.000Z,US-Goo,Goodwin Creek,2/15/2010 0:00:00
1710,41.840600000000002,-88.241000000000000,0.228045747000000,2010-2-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),2/15/2010 0:00:00
1711,39.074500000000000,-96.595100000000002,0.039095223000000,2010-2-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),2/15/2010 0:00:00
1713,39.082400000000000,-96.560299999999998,0.039095223000000,2010-2-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),2/15/2010 0:00:00
1714,34.137700000000002,-101.478700000000000,0.021382865000000,2010-2-15T00:00:00.000Z,US-LGr,Lockney Grassland,2/15/2010 0:00:00
1715,34.960400000000000,-97.978899999999996,0.108997822000000,2010-2-15T00:00:00.000Z,US-LWW,Little Washita Watershed,2/15/2010 0:00:00
1716,39.877099999999999,-105.169000000000000,0.174618721000000,2010-2-15T00:00:00.000Z,US-RFE,RockyFlats - East site,2/15/2010 0:00:00
1717,39.875100000000003,-105.218400000000000,0.174618721000000,2010-2-15T00:00:00.000Z,US-RFW,RockyFlats - West site,2/15/2010 0:00:00
1718,33.736400000000003,-117.694700000000000,0.070393480000000,2010-2-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,2/15/2010 0:00:00
